"","repoID","repoURL","user_type","num_forks","num_commits","num_analyzed_commit","num_PR","num_issue","analyzed_pr","ratio_analyzedPR","num_pr_has_linked_issue","central_management_index","num_reject_duplicate_pr","ratio_reject_duplicate_pr","num_modularity_case","modularity","issue_before_PR","issue_after_PR","ratio_mergedPR","ratio_mergedPR_AllType","ratio_rejectedPR","ratio_rejectedPR_AllType","code_changes_size_median_file","code_changes_size_mean_file","code_changes_size_median_loc","code_changes_size_mean_loc","language","size","project_type","num_coreMember","num_fork_ght","repo_age","repoID.1","easiness_mean_external","easiness_median_external","easiness_geoMean_external","easiness_filtered_mean_external","easiness_filtered_median_external","easiness_filtered_geoMean_external","easiness_merged_mean_external","easiness_merged_median_external","easiness_merged_geoMean_external","easiness_filtered_merged_mean_external","easiness_filtered_merged_median_external","easiness_rejected_mean_external","easiness_rejected_median_external","easiness_rejected_geoMean_external","easiness_filtered_rejected_mean_external","easiness_filtered_merged_geoMean_external","easiness_filtered_rejected_median_external","easiness_filtered_rejected_geoMean_external","projectID","num_PR.1","num_merged_PR","ratio_merged_PR","num_merged_PR_allType","ratio_merged_PR_allType","num_closed_PR","num_reject_PR","num_open_PR","num_PR_preCommunicate","num_PR_preCommunicate_external","analyzed_PR","num_rejected_PR_duplicate","ratio_rejected_PR_duplicate","num_PR_link_to_Issue","central_mgmt_index","num_PR_link_to_Issue_external","central_mgmt_index_external","central_mgmt_index_IssueEarly","num_PR_link_to_Issue_early","num_issue.1","new_num_merged_allType","new_ratio_merged_allType","new_ratio_merged_PR_ofClosedPR","num_PR_withTest","ratio_PR_withTest","num_PR_withTest_external","ratio_PR_withTest_external","num_PR_withTest_external_merged","ratio_PR_withTest_external_merged","num_PR_merged_external_noRobot","ratio_PR_merged_external_noRobot","median_mergePR_exprience","median_submitPR_exprience","ratio_PR_preCommunicate","num_PR_wip_preCom_external","ratio_PR_wip_preCom_external","num_PR_reject_external","num_allPR_wip_preCom","ratio_allPR_wip_preCom","num_closed_PR_external","ratio_PR_preCommunicate_external","num_PR_wip_external","ratio_PR_wip_external","num_PR_wip_and_preComm_external","ratio_PR_wip_and_preComm_external","num_closed_PR_external_WIP","num_closed_PR_external_preComm","ratio_PR_preCommunicate_external_of_linkedPR_external","new_num_PR_link_to_Issue_external","num_PR_preCommunicate_wip_both_external","ratio_PR_preComm_wip_both_external_of_linkedPR_external","ratio_social_connection","ratio_social_connection_external","hotness_median","hotness_mean","hotness_median_external","hotness_mean_external","hotness_median_external_correct","hotness_mean_external_correct","projectID.1","num_fork_total","num_sampled_fork","num_Fork_merge_PR","num_Fork_submit_PR","ratio_Fork_merge_PR","ratio_Fork_submit_PR","num_star","num_watcher","has_issue","network_count","subscribers_count","num_fork_attemptContribute","ratio_fork_attemptContribute","projectID.2","Modularity_median","Mod_allFile_500","Mod_filterFile_500","Mod_allFile_1000","Mod_filterFile_1000","Mod_allFile_1000_withMergeCommits","Mode_filterFile_1000_withMergeCommits","num_file_all","num_file_afterFilter","num_commit","Mod_allFile_50","Mod_filterFile_50","Mod_allFile_100","Mod_filterFile_100","mod_external_50_allFile","mod_external_50_filterFile","projectID.3","num_Dup_label_comment_PR_all","ratio_Dup_label_comment_PR_of_all_closed_PR","num_Dup_label_comment_PR_external","ratio_Dup_label_comment_PR_of_external_closed_PR","num_Dup_label_comment_hasKeyword_PR_all","ratio_Dup_label_comment_hasKeyword_PR_of_all_closed_PR","num_Dup_label_comment_hasKeyword_PR_external","ratio_Dup_label_comment_hasKeyword_PR_of_external_closed_PR","num_Dup_label_comment_PR_all_hasLinkedIssue","ratio_Dup_label_comment_PR_all_hasLinkedIssue_of_all_closed_PR","num_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit","ratio_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit","num_Dup_label_comment_PR_all_preCommunicate","ratio_Dup_label_comment_PR_all_preCommunicate_of_all_closed_PR","ratio_Dup_label_comment_PR_of_all_REJECTED_PR","num_Dup_label_comment_PR_all_preCommunicate_WIP","num_Dup_label_comment_PR_external_preCommunicate_WIP","ratio_Dup_both_PR_all_preComm_wip_of_all_PR_external","num_Dup_label_comment_PR_external_WIP","ratio_Dup_label_comment_PR_external_WIP_of_all_PR_external","num_Dup_label_comment_PR_external_preComm","ratio_Dup_label_comment_PR_external_preComm_of_all_PR_external","num_Dup_label_comment_PR_WIP_external_preComm","num_Dup_both_PR_external_preComm_WIP","ratio_Dup_both_PR_external_preComm_WIP_of_all_PR_external","num_PR_all_hasLinkedIssue_selfSubmit","num_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit_WIP","num_PR_all_hasLinkedIssue_selfSubmit_WIP","ratio_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit_WIP","projectID.4","num_fork_levDistance_2","ratio_fork_levDistance_2","num_fork_levDistance_3","ratio_fork_levDistance_3","num_different_name","ratio_hardFork_withPR","num_hardFork_withPR_nameChange","ratio_hardFork_withPR_nameChange","num_hardFork_withPR","num_hardFork_PR_nameChange_onlyF","ratio_hardFork_PR_nameChange_onlyF","PRMergeRatio","NumPRs","NumForks","Size","ProjectAge","MedianSubmitterExperience","SubmitterPriorExperience","RatioPRsWithTests","CentralizedMngmtIndex","ModularityIndex","AdditiveContributionIndex","num_rejected_PR","ratio_PR_reject_external","PRHotness","SocialConnections","SubmitterSocialConnections","RatioDuplicatePRs","RatioPrecommunicatedPRs","HasHardFork"
"1117",1258,"SquireLabs/ember-datepicker","User",49,100,30,23,35,15,0.652173913,2,0.086956521,2,0.181818181,164,3.41880369186401,0,NA,0.521739130434783,0.52173913,0.217391304347826,0.217391304347826,1,1,2,4,"JavaScript",395,NA,0,33,1518,1258,0.0229166666666667,0,0,0.0317460317460317,0,0,0.0491071428571429,0,0,0.0680272108843537,0,0,0,0,0,0,0,0,1258,23,12,0.521739130434783,12,0.521739130434783,17,5,6,0,0,15,2,0.4,2,0.086956521,2,0.086956521,0.086956521,2,35,12,0.52173913,0.705882352,7,0.304347826,7,0.304347826,5,0.416666666,12,0.52173913,0,0,0,0,0,5,0,0,17,0,0,0,0,0,NA,NA,0,2,NA,NA,0,0,1,0.571429,1,0.571429,1,1.57143,1258,49,30,10,20,0.333333333,0.666666666,49,49,"true",48,0,21,0.7,1258,3.41880369186401,33.49696,32.53546,33.49696,32.53546,33.49696,32.53546,93,48,73,61.702126,64.039406,33.49696,32.53546,0,0,1258,1,0.058823529,1,0.058823529,0,0,0,0,0,0,NA,0,0,0,0.2,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1258,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0.033333333,0.52173913,17,3.89182029811063,5.97888576490112,1518,0,FALSE,0.265703165666339,0.086956521,1,0.0680272108843537,5,0.294117647058824,0.944462164396253,0,FALSE,0.058823529,0,TRUE
"1118",1259,"purescript/purescript-lists","Organization",42,244,36,96,51,26,0.270833333,7,0.072916666,1,0.047619047,156,1.81818175315857,3,2,0.78125,0.78125,0.166666666666667,0.166666666666667,2,2,17,35,"PureScript",355,NA,NA,35,1512,1259,0.03333332,0,0,0,0,0,0.0307017368421053,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,1259,96,75,0.78125,78,0.791666666666667,91,16,5,0,0,26,1,0.0625,7,0.072916666,6,0.085714285,0.03125,3,51,75,0.78125,0.824175824,21,0.21875,20,0.285714285,12,0.218181818,55,0.785714285,0,0,0,0,0,14,0,0,62,0,0,0,0,0,NA,NA,0,5,NA,NA,0,0,1,1.36842,1,1.46154,3,3.55769,1259,42,33,25,29,0.757575757,0.878787878,21,21,"true",44,10,30,0.909090909,1259,1.81818175315857,29.661837,30.000002,29.661837,30.000002,29.661837,30.000002,46,5,182,80,0,62.573097,0,0,0,1259,1,0.01098901,1,0.016129032,1,0.01098901,1,0.016129032,0,0,NA,0,0,0,0.0625,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1259,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0.785714285,62,3.73766961828337,5.87211778947542,1512,0,FALSE,0.251314427725351,0.03125,1,0,16,0.225806451612903,1.51681591622446,0,FALSE,0.016129032,0,FALSE
"1121",1262,"phonegap/phonegap-cli","Organization",144,335,36,72,710,22,0.305555555,0,0,2,0.068965517,277,2.93269228935242,10,15,0.597222222222222,0.611111111,0.388888888888889,0.375,1,2,4,12,"JavaScript",1152,NA,6,103,2147,1262,0.0588235294117647,0,0,0,0,0,0.0178571428571429,0,0,0.0357142857142857,0,0.166666666666667,0,0,0,0,0,0,1262,72,43,0.597222222222222,54,0.722222222222222,71,17,1,0,0,22,2,0.117647058,NA,NA,NA,0,0,NA,710,54,0.75,0.76056338,9,0.125,7,0.152173913,1,0.032258064,32,0.695652173,0,0,0,0,0,13,0,0,32,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,1.78571,0,2.04545,0,2.77273,1262,144,28,15,21,0.535714285,0.75,424,424,"true",147,52,21,0.75,1262,2.93269228935242,12.11857,16.860144,14.253789,17.949848,14.848825,18.449198,186,135,998,34.412582,42.392567,29.582268,36.3388,0,0,1262,1,0.014084507,1,0.03125,0,0,0,0,0,0,NA,0,0,0,0.117647058,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1262,1,0.035714285,1,0.035714285,2,NA,NA,NA,NA,0,0,0.695652173,32,4.969813299576,7.04925484125584,2147,0,FALSE,0.141650517025291,0,1,0.0357142857142857,17,0.40625,1.32779887732959,0,FALSE,0.03125,0,FALSE
"1122",1263,"spring-projects/spring-mobile","Organization",109,37,14,21,15,12,0.571428571,2,0.095238095,0,0,353,0.42283296585083,0,1,0.666666666666667,0.666666666,0.285714285714286,0.285714285714286,1,2,9,80,"Java",5105,NA,1,75,2644,1263,0.102272727272727,0,0,0.106060606060606,0,0,0.0138888888888889,0,0,0.0185185185185185,0,0.5,0.5,0,0.5,0,0.5,0,1263,21,14,0.666666666666667,17,0.904761904761905,20,2,1,0,0,12,0,0,2,0.095238095,2,0.111111111,0,NA,15,18,0.809523809,0.9,6,0.285714285,5,0.277777777,3,0.1875,15,0.833333333,0,0,0,0,0,2,0,0,17,0,0,0,0,0,NA,NA,0,2,NA,NA,0,0,0,0.125,0,0.125,0,0.125,1263,109,26,20,22,0.769230769,0.846153846,146,146,"true",112,31,22,0.846153846,1263,0.42283296585083,5.2918587,6.919808,5.2918587,6.919808,5.2918587,6.919808,280,227,434,13.174603,28.57143,17.964645,25.657166,0,0,1263,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1263,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0.833333333,17,4.69134788222914,8.53797573059877,2644,0,FALSE,0.245122457424289,0,1,0.0185185185185185,2,0.117647058823529,0.117783035656383,0,FALSE,0,0,FALSE
"1125",1266,"essence/essence","Organization",65,121,18,51,86,13,0.25490196,4,0.078431372,0,0,276,1.28205132484436,1,2,0.784313725490196,0.784313725,0.215686274509804,0.215686274509804,1,1,2,3,"PHP",1347,NA,1,43,2210,1266,0.0128205,0,0,0,0,0,0.013888875,0,0,0,0,0,0,0,0,0,0,0,1266,51,40,0.784313725490196,42,0.823529411764706,51,9,NA,0,0,13,0,0,4,0.078431372,2,0.046511627,0.078431372,4,86,42,0.823529411,0.823529411,6,0.117647058,6,0.139534883,5,0.147058823,34,0.790697674,0,0,0,0,0,9,0,0,43,0,0,0,0,0,NA,NA,0,2,NA,NA,0,0,0,0.761905,0,0.761905,0,1.19048,1266,65,24,18,17,0.75,0.708333333,649,649,"true",67,37,18,0.75,1266,1.28205132484436,10.24756,13.333334,9.032258,13.333334,9.032258,13.333334,240,6,672,8.669354,0,45.51948,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1266,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0.790697674,43,4.17438726989564,7.20563517641036,2210,0,FALSE,0.130620181784411,0.078431372,1,0,9,0.209302325581395,0.784120697894594,0,FALSE,0,0,FALSE
"1129",1270,"jupyter/jupyter_core","Organization",75,145,27,87,45,26,0.298850574,20,0.229885057,1,0.09090909,154,0.430107533931732,1,NA,0.873563218390805,0.873563218,0.0919540229885057,0.0919540229885057,1,1,2,20,"Python",175,NA,5,48,1246,1270,0.117647058823529,0,0,0,0,0,0.0833333333333333,0,0,0,0,0.2,0,0,0,0,0,0,1270,87,76,0.873563218390805,78,0.885057471264368,84,7,3,0,0,26,1,0.142857142,20,0.229885057,7,0.24137931,0.103448275,9,45,77,0.885057471,0.916666666,6,0.068965517,3,0.103448275,3,0.136363636,23,0.793103448,0,0,0,0,0,4,0,0,26,0,0,0,0,0,NA,NA,0,6,NA,NA,0,0,0,0.212121,0,0.190476,0,0.238095,1270,75,54,30,36,0.555555555,0.666666666,68,68,"true",78,31,36,0.666666666,1270,0.430107533931732,11.447811,17.647058,11.447811,17.647058,11.447811,17.647058,55,34,159,2.9239767,3.846154,3.4188037,4.7619047,0,0,1270,2,0.023809523,0,0,1,0.011904761,0,0,1,0.011904761,NA,0,0,0,0.285714285,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1270,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0.793103448,26,4.31748811353631,5.16478597392351,1246,0,FALSE,0.0984400720320026,0.103448275,1,0,7,0.153846153846154,0.213573907990348,0,FALSE,0,0,FALSE
"1131",1272,"ilikenwf/nestedSortable","User",182,54,26,33,89,19,0.575757575,2,0.06060606,0,0,237,1.06060544303797,0,NA,0.848484848484849,0.848484848,0.151515151515152,0.151515151515152,1,1,2,6,"JavaScript",162,NA,0,119,1559,1272,0.0526315789473684,0,0,0.0789473684210526,0,0,0.0588235294117647,0,0,0.0882352941176471,0,0,0,0,0,0,0,0,1272,33,28,0.848484848484849,29,0.878787878787879,33,4,NA,0,0,19,0,0,2,0.06060606,2,0.06060606,0.06060606,2,89,29,0.878787878,0.878787878,1,0.03030303,1,0.03030303,1,0.034482758,29,0.878787878,0,0,0,0,0,4,0,0,33,0,0,0,0,0,NA,NA,0,2,NA,NA,0,0,1,1.26087,1,1.26087,5,7,1272,182,42,19,20,0.452380952,0.476190476,554,554,"true",518,55,22,0.523809523,1272,1.06060544303797,12.121212,6.666667,12.121212,6.666667,12.121212,6.666667,12,6,118,17.857143,16.666668,10.606061,6.666667,0,0,1272,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1272,1,0.023809523,1,0.023809523,3,NA,NA,NA,NA,0,0,0.878787878,33,5.2040066870768,5.08759633523238,1559,0,FALSE,0.0298529628555635,0.06060606,1,0.0882352941176471,4,0.121212121212121,2.07944154167984,0,FALSE,0,0,FALSE
"1132",1273,"vicky002/AlgoWiki","User",751,348,101,203,15,84,0.413793103,2,0.009852216,0,0,159,0.0966183543205261,1,NA,0.852216748768473,0.852216748,0.0985221674876847,0.0985221674876847,1,1,3,1852,"CSS",181373,NA,4,271,1364,1273,0.1625,0,0,0,0,0,0.161971830985915,0,0,0,0,0.166666666666667,0,0,0,0,0,0,1273,203,173,0.852216748768473,176,0.857142857142857,193,18,10,0,0,84,0,0,NA,NA,NA,0,0,NA,15,175,0.862068965,0.906735751,0,0,0,0,0,0,163,0.857894736,0,0,0,1,0.005555555,18,1,0.005181347,180,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,1,0.744966,1,0.75,1,1.97917,1273,751,196,164,164,0.836734693,0.836734693,3006,3006,"true",766,154,170,0.867346938,1273,0.0966183543205261,18.128332,0,18.128332,0,18.128332,0,148,8,387,3.1578946,0,9.581646,0,0,0,1273,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1273,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0.857894736,180,6.62140565176413,12.1083109632477,1364,0,FALSE,0,0,1,0,18,0.1,1.09164473823251,0,FALSE,0,0,FALSE
"1133",1274,"SpiderLabs/Responder","Organization",701,180,39,49,93,19,0.387755102,1,0.020408163,0,0,197,12.462442964467,2,NA,0.571428571428571,0.571428571,0.26530612244898,0.26530612244898,1,3,3,21,"Python",538,NA,0,287,2128,1274,0.0456140526315789,0,0,0.048582995951417,0,0,0,0,0,0,0,0.0866667,0,0,0.0923076923076923,0,0,0,1274,49,28,0.571428571428571,30,0.612244897959184,41,11,8,0,0,19,0,0,1,0.020408163,1,0.020408163,0.020408163,1,93,30,0.612244897,0.731707317,1,0.020408163,1,0.020408163,0,0,30,0.612244897,0,0,0,0,0,11,0,0,41,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,1,1,1,1,1,1.73684,1274,701,58,24,28,0.413793103,0.48275862,2265,2265,"true",745,251,37,0.637931034,1274,12.462442964467,45.76271,55.496452,45.76271,55.496452,45.76271,55.496452,60,48,174,43.67816,47.3545,63.91844,67.439026,0,0,1274,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1274,1,0.017241379,1,0.017241379,2,0.017241379,NA,NA,1,1,0.017241379,0.612244897,41,6.55250788703459,6.28785856016178,2128,0,FALSE,0.0202027070575194,0.020408163,1,0,11,0.268292682926829,1.00680397018392,0,FALSE,0,0,TRUE
"1134",1275,"balanced/balanced-js","Organization",29,130,14,47,53,10,0.212765957,3,0.063829787,0,0,277,8.33333396911621,1,1,0.893617021276596,0.893617021,0.0638297872340425,0.0638297872340425,2,2,6,9,"JavaScript",992,NA,4,25,2156,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,47,42,0.893617021276596,42,0.893617021276596,45,3,2,0,0,10,0,0,3,0.063829787,2,0.153846153,0.021276595,1,53,42,0.893617021,0.933333333,6,0.127659574,2,0.153846153,1,0.111111111,10,0.769230769,0,0,0,0,0,2,0,0,11,0,0,0,0,0,NA,NA,0,2,NA,NA,0.0212766,0,1,1.18182,1,1.4,3,4.8,1275,29,18,12,16,0.666666666,0.888888888,35,35,"true",29,11,16,0.888888888,1275,8.33333396911621,29.268291,31.339031,29.268291,31.339031,29.268291,31.339031,42,27,141,37.096775,41.904762,30.769232,32,0,0,1275,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1275,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0.769230769,11,3.36729582998647,6.89972310728487,2156,0,FALSE,0.14310084290734,0.021276595,1,0,3,0.181818181818182,1.75785791755237,0,FALSE,0,0,FALSE
"1135",1276,"flyingsparx/NodeDirectUploader","User",79,65,9,3,15,3,1,0,0,0,0,116,5.42282870689655,0,NA,1,1,0,NA,1,1,1,1,"HTML",136,NA,0,45,1631,1276,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1276,3,3,1,3,1,3,0,NA,0,0,3,0,0,NA,NA,NA,0,0,NA,15,3,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,1276,79,17,3,3,0.176470588,0.176470588,182,182,"true",80,7,3,0.176470588,1276,5.42282870689655,50,100,50,100,50,100,12,3,22,50,100,50,100,0,0,1276,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1276,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,1,3,4.36944785246702,4.91265488573605,1631,0,FALSE,0,0,1,0,0,0,0,0,FALSE,0,0,FALSE
"1137",1278,"davidcelis/api-pagination","User",83,134,48,51,47,30,0.588235294,6,0.117647058,0,0,198,1.09890115261078,0,NA,0.666666666666667,0.686274509,0.254901960784314,0.235294117647059,1,2,3,11,"Ruby",146,NA,0,76,1880,1278,0.0606481333333333,0,0,0.0738888888888889,0,0,0.0432692307692308,0,0,0.0551282051282051,0,0.173611,0.125,0,0.195833333333333,0,0.125,0,1278,51,34,0.666666666666667,38,0.725490196078431,47,10,4,0,0,30,0,0,6,0.117647058,6,0.117647058,0.078431372,4,47,37,0.725490196,0.787234042,22,0.431372549,22,0.431372549,0,0,38,0.745098039,0,0,0,0,0,10,0,0,47,0,0,0,0,0,NA,NA,0,6,1,0.166666666,0,0,1,0.586207,1,0.586207,1,0.793103,1278,83,62,31,30,0.5,0.483870967,526,526,"true",91,12,33,0.532258064,1278,1.09890115261078,53.324287,44.961243,53.324287,44.961243,53.324287,44.961243,67,43,155,45.614033,57.692307,57.738094,50.641026,0,0,1278,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1278,NA,NA,NA,NA,2,NA,NA,NA,NA,0,0,0.745098039,47,4.4188406077966,4.98360662170834,1880,0,FALSE,0.358633808410367,0.078431372,1,0.0551282051282051,10,0.212765957446809,0.583947638594922,0,FALSE,0,0,FALSE
"1140",1282,"bat-cha/gradle-plugin-git-dependencies","User",25,20,8,7,23,4,0.571428571,0,0,0,0,80,1.8838814375,0,NA,0.857142857142857,0.857142857,0,NA,1,1,3,3,"Groovy",814,NA,0,22,2059,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,7,6,0.857142857142857,6,0.857142857142857,6,0,1,0,0,4,0,0,NA,NA,NA,0,0,NA,23,6,0.857142857,1,0,0,0,0,0,0,6,0.857142857,0,0,0,0,0,0,0,0,6,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1282,25,16,8,8,0.5,0.5,153,153,"true",25,13,10,0.625,1282,1.8838814375,20.491228,16.666668,20.491228,16.666668,20.491228,16.666668,76,4,48,20.491228,16.666668,20.491228,16.666668,0,0,1282,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1282,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0.857142857,6,3.2188758248682,6.70196036600254,2059,0,FALSE,0,0,1,0,0,0,0.405465108108164,0,FALSE,0,0,FALSE
"1141",1283,"ccrama/Slide","User",215,1382,73,589,2205,51,0.086587436,42,0.0713073,3,0.036144578,120,0.579896867275238,21,14,0.859083191850594,0.860780984,0.120543293718166,0.118845500848896,1,3,12,34,"Java",125077,NA,5,134,1056,1283,0.0216312021276596,0,0,0.024822695035461,0,0,0.0231060568181818,0,0,0.0265151515151515,0,0,0,0,0,0,0,0,1283,589,506,0.859083191850594,516,0.876061120543294,577,61,12,0,0,51,0,0,42,0.0713073,30,0.088757396,0.05942275,35,2205,516,0.87606112,0.894280762,2,0.003395585,1,0.002958579,1,0.003460207,289,0.855029585,4,4,0,10,0.030674846,37,26,0.045060658,326,0,10,0.030674846,0,0,10,NA,0,30,2,0.066666666,0.00169779,0,1,1.23656,1,1.23897,4,7.49632,1283,215,65,48,48,0.738461538,0.738461538,946,946,"true",215,61,54,0.83076923,1283,0.579896867275238,7.134871,8.4362545,6.20545,7.073891,6.502704,7.505242,395,349,2775,15.379357,16.15806,10.544149,12.048504,0,0,1283,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1283,2,0.03076923,1,0.015384615,3,NA,NA,NA,NA,0,0,0.855029585,326,5.37063802812766,11.7366848266343,1056,1.6094379124341,TRUE,0.00295421101837539,0.05942275,1,0.0265151515151515,61,0.113496932515337,2.13963312857371,0,FALSE,0,0,FALSE
"1143",1285,"sharelatex/sharelatex-docker-image","Organization",51,130,7,28,67,5,0.178571428,2,0.071428571,0,0,154,1.66666674613953,0,NA,0.321428571428571,0.321428571,0.464285714285714,0.464285714285714,1,1,1,1,"CoffeeScript",122,NA,2,52,1293,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,28,9,0.321428571428571,11,0.357142857142857,22,11,6,0,0,5,0,0,2,0.071428571,2,0.09090909,0.071428571,2,67,11,0.392857142,0.5,0,0,0,0,0,0,6,0.272727272,0,0,0,0,0,10,0,0,16,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0.4,0,0.4,0,0.4,1285,51,28,1,8,0.035714285,0.285714285,119,119,"true",49,29,8,0.285714285,1285,1.66666674613953,26.984129,34.199135,26.984129,34.199135,26.984129,34.199135,36,22,153,55.7971,74.28571,33.763443,41.05263,0,0,1285,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1285,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0.272727272,16,3.93182563272433,4.80402104473326,1293,0,FALSE,0,0.071428571,1,0,11,0.625,0.336472236621213,0,FALSE,0,0,FALSE
"1144",1286,"jdmr/mateo","User",43,782,8,102,2,6,0.058823529,0,0,0,0,270,0.592373192310333,0,NA,0.725490196078431,0.725490196,0.274509803921569,0.274509803921569,8,8,41,137,"Java",14883,NA,NA,32,2402,1286,0.05465116,0,0,0.2,0,0,0.05465116,0,0,0.2,0,NA,NA,NA,NA,0,NA,NA,1286,102,74,0.725490196078431,74,0.725490196078431,102,28,NA,0,0,6,0,0,NA,NA,NA,0,0,NA,2,74,0.725490196,0.725490196,3,0.029411764,3,0.03030303,1,0.014084507,71,0.717171717,4,7,0,0,0,28,0,0,99,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,1.5,3.24138,2,3.2807,9,16.7544,1286,43,26,18,14,0.692307692,0.538461538,23,23,"true",43,12,18,0.692307692,1286,0.592373192310333,2.66736,3.30501,2.3534763,3.1397529,2.5633886,3.5495288,785,500,969,14.295604,22.467533,6.0952573,7.793044,0,0,1286,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1286,1,0.076923076,1,0.076923076,2,0.076923076,1,0.076923076,1,1,0.076923076,0.717171717,99,3.76120011569356,9.60797490096916,2402,2.07944154167984,TRUE,0.0298529628555635,0,1,0.2,28,0.282828282828283,2.87663337252638,0,FALSE,0,0,TRUE
"1146",1289,"edx/xserver","Organization",132,28,5,16,2,2,0.125,0,0,0,0,231,0.0807191125541126,0,NA,0.75,0.75,0.125,0.125,NA,NA,NA,NA,"Python",446,NA,NA,106,1910,1289,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1289,16,12,0.75,13,0.8125,14,1,2,0,0,2,0,0,NA,NA,NA,0,0,NA,2,13,0.8125,0.928571428,1,0.0625,1,0.083333333,0,0,9,0.75,0,0,0,0,0,1,0,0,4,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,1289,132,14,4,4,0.285714285,0.285714285,67,67,"true",132,149,4,0.285714285,1289,0.0807191125541126,8.693575,9.615069,8.693575,9.615069,8.693575,9.615069,159,111,208,2.2222223,33.333336,12.03277,16.755318,0,0,1289,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1289,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0.75,4,4.88280192258637,6.10031895202006,1910,0,FALSE,0.080042707365844,0,1,0,1,0.25,0,0,FALSE,0,0,FALSE
